ADP,Overall,Name,Position,Team,Times Drafted,Std. Dev,High,Low,Bye
1.01,1.5,Adrian Peterson,RB,MIN,135,0.8,1,4,7
1.02,2.3,Ray Rice,RB,BAL,67,1.1,1,6,7
1.03,2.9,Arian Foster,RB,HOU,27,1.7,1,8,8
1.04,3.9,Chris Johnson,RB,TEN,136,1.6,1,12,4
1.05,5.1,Jamaal Charles,RB,KC,106,2.6,1,27,10
1.05,5.5,Michael Vick,QB,PHI,73,2.5,1,18,9
1.07,7.1,Andre Johnson,WR,HOU,89,2.2,1,13,8
1.08,7.9,LeSean McCoy,RB,PHI,126,2.3,2,18,9
1.09,8.9,Rashard Mendenhall,RB,PIT,106,2.2,4,14,4
1.09,9.3,Aaron Rodgers,QB,GB,123,3.6,1,19,5
1.11,10.8,Calvin Johnson,WR,DET,92,2.9,6,25,5
2.01,12.9,Roddy White,WR,ATL,99,2.6,6,19,10
2.01,13.4,Maurice Jones-Drew,RB,JAX,91,3.3,8,22,8
2.02,13.8,Darren McFadden,RB,LV,113,3.2,5,20,6
2.04,15.6,Larry Fitzgerald,WR,ARI,121,3.1,7,23,8
2.04,15.7,Michael Turner,RB,ATL,87,3.7,6,24,10
2.06,18.0,Vincent Jackson,WR,LAC,83,4.6,10,46,6
2.07,18.8,Frank Gore,RB,SF,101,4.0,8,29,11
2.07,18.8,Tom Brady,QB,NE,106,5.9,3,31,5
2.08,20.1,Hakeem Nicks,WR,NYG,71,3.6,10,28,11
2.10,21.9,Steven Jackson,RB,LAR,140,4.3,10,33,9
2.10,22.1,Greg Jennings,WR,GB,75,3.3,14,32,5
2.12,23.5,Matt Forte,RB,CHI,112,4.2,14,34,11
2.12,23.9,Mike Wallace,WR,PIT,107,4.2,16,34,4
3.01,25.1,Philip Rivers,QB,LAC,132,6.2,8,37,6
3.02,25.6,Peyton Hillis,RB,CLE,89,5.4,14,51,9
3.03,27.0,Drew Brees,QB,NO,114,7.1,8,43,6
3.03,27.5,DeSean Jackson,WR,PHI,78,4.2,18,39,9
3.05,28.7,LeGarrette Blount,RB,TB,113,5.1,15,39,13
3.06,30.0,Felix Jones,RB,DAL,118,4.9,17,39,10
3.07,30.5,Miles Austin,WR,DAL,122,4.5,18,42,10
3.10,33.8,Reggie Wayne,WR,IND,44,6.1,17,46,7
3.10,33.8,Shonn Greene,RB,NYJ,82,4.7,21,48,10
3.10,34.3,Dwayne Bowe,WR,KC,91,5.5,22,47,10
3.12,35.6,Ahmad Bradshaw,RB,NYG,102,4.8,23,46,11
4.02,37.7,Mike Williams,WR,TB,82,5.5,23,51,13
4.02,37.8,Antonio Gates,TE,LAC,69,7.5,18,58,6
4.04,39.5,Dez Bryant,WR,DAL,88,6.1,25,72,10
4.04,40.3,Jahvid Best,RB,DET,83,6.5,23,58,5
4.05,40.7,Brandon Marshall,WR,MIA,111,5.5,26,50,7
4.05,41.4,Tony Romo,QB,DAL,62,5.4,29,52,10
4.06,41.7,Jermichael Finley,TE,GB,52,7.5,22,59,5
4.07,43.2,Wes Welker,WR,NE,77,5.9,27,53,5
4.08,44.4,Ryan Mathews,RB,LAC,78,7.9,23,60,6
4.10,45.8,Knowshon Moreno,RB,DEN,75,7.5,33,82,5
4.10,45.9,Santonio Holmes,WR,NYJ,99,7.5,26,81,10
4.11,46.8,Mark Ingram,RB,NO,99,7.3,34,72,6
4.11,47.2,Brandon Lloyd,WR,LAR,74,6.4,36,64,9
4.12,48.1,Jason Witten,TE,DAL,49,6.9,30,64,10
5.02,49.6,Chad Johnson,WR,NE,43,8.8,26,79,5
5.02,49.7,DeAngelo Williams,RB,CAR,113,9.0,26,68,13
5.04,52.3,Marques Colston,WR,NO,84,6.7,34,70,6
5.04,52.3,Steve Johnson,WR,None,86,7.4,33,66,None
5.07,55.0,Tim Hightower,RB,WAS,124,8.1,33,73,8
5.08,55.7,Matt Schaub,QB,HOU,106,11.2,26,78,8
5.08,55.9,Beanie Wells,RB,ARI,126,8.0,36,73,8
5.08,56.0,Anquan Boldin,WR,BAL,116,6.7,38,69,7
5.08,56.2,Dallas Clark,TE,IND,28,7.9,40,76,7
5.11,58.7,Mario Manningham,WR,NYG,153,7.4,41,76,11
5.11,59.0,Vernon Davis,TE,SF,45,7.8,38,75,11
5.12,60.0,Percy Harvin,WR,MIN,99,8.4,38,80,7
6.01,60.7,Peyton Manning,QB,IND,39,14.2,24,87,7
6.01,61.3,Ryan Grant,RB,GB,30,11.3,36,76,5
6.01,61.3,Matt Ryan,QB,ATL,104,11.7,30,83,10
6.02,62.4,Jeremy Maclin,WR,PHI,101,8.5,40,85,9
6.05,65.0,Jimmy Graham,TE,NO,49,6.2,50,78,6
6.06,65.9,Cedric Benson,RB,CIN,67,9.4,41,83,9
6.07,67.1,Ben Roethlisberger,QB,PIT,82,12.6,34,120,4
6.09,68.6,BenJarvus Green-Ellis,RB,NE,95,9.3,44,89,5
6.09,68.9,Julio Jones,WR,ATL,114,8.2,47,87,10
6.10,69.5,Owen Daniels,TE,HOU,48,7.1,51,79,8
6.10,69.8,Kenny Britt,WR,TEN,103,7.6,50,95,4
7.01,73.2,Plaxico Burress,WR,NYJ,59,8.7,50,93,10
7.01,73.2,Fred Jackson,RB,None,70,11.6,42,91,None
7.03,74.6,Marshawn Lynch,RB,SEA,59,6.8,60,93,6
7.03,74.7,Reggie Bush,RB,MIA,94,9.1,55,102,7
7.04,76.4,Tony Gonzalez,TE,ATL,35,15.0,37,119,10
7.06,78.1,Matthew Stafford,QB,DET,114,11.3,55,106,5
7.06,78.3,Mike Tolbert,RB,LAC,53,8.9,55,101,6
7.06,78.3,Austin Collie,WR,IND,37,9.7,53,94,7
7.09,80.6,Joseph Addai,RB,IND,59,8.4,59,97,7
7.10,81.8,Malcom Floyd,WR,LAC,77,10.8,54,107,6
7.11,82.7,Sidney Rice,WR,SEA,43,9.6,66,105,6
7.12,84.5,Daniel Thomas,RB,MIA,33,11.6,57,118,7
8.01,85.3,Mike Sims-Walker,WR,FA,96,10.5,58,109,12
8.01,85.5,Pittsburgh Defense,DEF,PIT,116,8.2,64,100,4
8.02,85.6,Santana Moss,WR,WAS,104,9.3,67,107,8
8.03,87.0,Marcedes Lewis,TE,JAX,37,15.8,69,134,8
8.04,88.2,Brandon Jacobs,RB,NYG,86,9.2,64,104,11
8.06,90.4,James Starks,RB,GB,76,11.5,64,124,5
8.07,91.0,Green Bay Defense,DEF,GB,66,9.3,66,103,5
8.08,91.7,Josh Freeman,QB,TB,84,15.7,50,118,13
8.09,92.9,Pierre Garcon,WR,IND,27,11.0,65,123,7
8.10,93.5,Jonathan Stewart,RB,CAR,38,11.9,62,111,13
8.10,94.2,Philadelphia Defense,DEF,PHI,37,15.1,54,109,9
8.11,94.6,Steve Smith,WR,CAR,72,11.4,70,121,13
8.12,95.7,NY Jets Defense,DEF,NYJ,23,8.6,73,106,10
9.02,97.9,Eli Manning,QB,NYG,58,22.6,39,128,11
9.02,98.1,Rob Gronkowski,TE,NE,75,21.0,69,145,5
9.02,98.1,A.J. Green,WR,CIN,65,9.3,75,117,9
9.03,98.8,Sam Bradford,QB,LAR,87,12.9,66,121,9
9.03,99.2,LaDainian Tomlinson,RB,NYJ,26,17.7,53,137,10
9.04,100.0,Hines Ward,WR,PIT,43,11.4,72,122,4
9.05,100.9,Danny Amendola,WR,LAR,102,12.9,71,145,9
9.06,102.1,Pierre Thomas,RB,NO,54,13.5,67,121,6
9.06,102.2,Baltimore Defense,DEF,BAL,29,7.7,82,114,7
9.09,104.9,Johnny Knox,WR,CHI,46,12.1,82,131,11
9.09,104.9,Mike Thomas,WR,JAX,56,10.8,82,125,8
9.09,105.1,Michael Bush,RB,LV,57,12.6,74,132,6
9.11,106.6,Ben Tate,RB,HOU,62,11.0,84,125,8
10.01,108.6,Michael Crabtree,WR,SF,33,13.3,75,127,11
10.01,108.9,New England Defense,DEF,NE,19,7.9,100,129,5
10.01,109.2,Lee Evans,WR,BAL,94,14.4,73,141,7
10.01,109.2,Braylon Edwards,WR,SF,48,14.7,71,139,11
10.01,109.3,Willis McGahee,RB,DEN,71,14.1,72,143,5
10.03,110.9,Kevin Kolb,QB,ARI,71,12.9,78,136,8
10.04,112.1,Joe Flacco,QB,BAL,67,14.4,74,135,7
10.04,112.4,Nate Burleson,WR,DET,58,12.5,79,132,5
10.05,113.0,Kellen Winslow,TE,TB,128,21.8,73,154,13
10.06,114.3,Lance Moore,WR,NO,66,12.4,85,138,6
10.07,114.8,Chicago Defense,DEF,CHI,37,10.3,88,129,11
10.08,115.9,Jacoby Ford,WR,LV,64,15.4,75,163,6
10.10,118.3,C.J. Spiller,RB,None,61,14.7,91,158,None
10.11,118.5,Detroit Defense,DEF,DET,35,19.9,66,153,5
11.01,121.4,Zach Miller,TE,SEA,35,18.4,73,162,6
11.02,121.9,Jordy Nelson,WR,GB,29,12.0,90,141,5
11.02,122.3,Roy Williams,WR,CHI,29,13.7,86,159,11
11.03,123.2,Darren Sproles,RB,NO,32,17.1,90,156,6
11.03,123.4,Donald Driver,WR,GB,27,23.3,62,149,5
11.06,126.0,Jay Cutler,QB,CHI,52,8.7,109,147,11
11.06,126.2,Aaron Hernandez,TE,NE,102,18.5,78,168,5
11.06,126.3,Antonio Brown,WR,PIT,58,10.9,98,146,4
11.08,128.0,Matt Cassel,QB,KC,20,17.2,83,146,10
11.08,128.1,Brandon Pettigrew,TE,DET,96,17.2,91,165,5
11.10,129.9,Kyle Orton,QB,DEN,27,9.9,112,161,5
11.11,131.2,NY Giants Defense,DEF,NYG,21,22.5,74,167,11
12.01,132.9,Roy Helu,RB,WAS,27,18.7,87,180,8
12.01,132.9,Danny Woodhead,RB,NE,59,15.8,94,162,5
12.03,135.3,New Orleans Defense,DEF,NO,44,13.9,105,169,6
12.04,135.6,Robert Meachem,WR,NO,51,9.3,116,161,6
12.04,136.3,Greg Little,WR,CLE,47,13.9,100,169,9
12.04,136.4,Thomas Jones,RB,KC,56,13.5,101,163,10
12.05,137.2,Ryan Torain,RB,WAS,23,12.9,109,167,8
12.05,137.4,Donovan McNabb,QB,MIN,19,9.6,113,152,7
12.06,137.9,Visanthe Shiancoe,TE,MIN,23,27.7,66,170,7
12.06,138.2,Marion Barber,RB,CHI,57,14.3,100,166,11
12.07,139.0,Brent Celek,TE,PHI,27,25.0,73,168,9
12.07,139.2,Colt McCoy,QB,CLE,16,26.3,70,157,9
12.07,139.4,Ronnie Brown,RB,DET,61,15.3,99,169,5
12.08,139.6,Montario Hardesty,RB,CLE,40,19.3,89,168,9
12.08,139.6,Steve Smith,WR,PHI,17,17.0,100,164,9
12.09,140.8,Bernard Berrian,WR,MIN,20,14.6,110,171,7
12.12,144.0,Deion Branch,WR,NE,30,9.6,125,163,5
13.01,144.6,Greg Olsen,TE,CAR,48,15.7,103,166,13
13.01,144.7,Mark Sanchez,QB,NYJ,31,13.9,108,171,10
13.01,144.9,Steve Breaston,WR,KC,22,11.0,122,168,10
13.03,146.6,Emmanuel Sanders,WR,PIT,26,16.3,104,175,4
13.05,149.1,Nate Kaeding,PK,LAC,134,23.1,88,179,6
13.05,149.3,DeMarco Murray,RB,DAL,23,17.1,119,177,10
13.06,149.6,LA Chargers Defense,DEF,LAC,102,14.2,112,178,6
13.06,150.4,Javon Ringer,RB,TEN,37,17.1,117,175,4
13.07,150.5,James Jones,WR,GB,26,20.5,97,176,5
13.07,150.8,Jared Cook,TE,TEN,20,15.7,121,180,4
13.07,151.0,Stevan Ridley,RB,NE,17,14.7,117,174,5
13.09,152.7,Ryan Fitzpatrick,QB,None,45,17.6,106,180,None
13.09,152.7,Dustin Keller,TE,NYJ,31,25.6,86,180,10
13.10,153.6,Cam Newton,QB,CAR,28,29.8,76,179,13
13.10,153.6,Chris Cooley,TE,WAS,21,28.5,79,180,8
13.10,154.1,Lance Kendricks,TE,LAR,30,19.5,103,180,9
13.10,154.3,Sebastian Janikowski,PK,LV,66,19.0,104,178,6
13.11,154.8,Delone Carter,RB,IND,20,16.5,115,179,7
13.11,155.1,Devin Hester,WR,CHI,22,16.3,118,175,11
14.03,159.2,Jerome Harrison,RB,PHI,22,13.4,124,179,9
14.04,160.0,Mason Crosby,PK,GB,62,24.3,96,180,5
14.05,160.7,Dexter McCluster,WR,KC,18,11.8,131,178,10
14.05,161.1,Dallas Defense,DEF,DAL,45,10.8,136,180,10
14.05,161.4,Ricky Williams,RB,BAL,34,16.3,119,179,7
14.07,163.4,Stephen Gostkowski,PK,NE,44,25.7,96,180,5
14.08,164.3,Alex Henery,PK,PHI,23,27.6,92,180,9
14.10,166.2,Neil Rackers,PK,HOU,41,12.6,133,180,8
14.11,166.8,San Francisco Defense,DEF,SF,19,10.8,138,179,11
15.01,169.3,Minnesota Defense,DEF,MIN,19,10.8,143,180,7
15.02,170.2,Matt Bryant,PK,ATL,37,18.3,122,180,10